Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
\ensuremath{\tt OCV_{DM}},0.02013794886301963,0.30110907554626465,optdigits
IPS,0.00013661350761427028,0.0011277198791503906,page-blocks
DM,0.0008910465602177051,0.00335693359375,page-blocks
DR,4.019229443905197e-05,0.0015339851379394531,page-blocks
\ensuremath{\tt OCV_{DM}},0.0008910465602177051,0.1140451431274414,page-blocks
IPS,0.0012923369131039204,0.002341032028198242,pendigits
DM,0.04889554384125486,0.008471250534057617,pendigits
DR,5.502531363459395e-07,0.0043332576751708984,pendigits
\ensuremath{\tt OCV_{DM}},0.04889554384125486,0.2724277973175049,pendigits
IPS,0.0016790260438755773,0.0012116432189941406,satimage
DM,0.018345693936395208,0.004187822341918945,satimage
DR,0.00037808016013336917,0.002315521240234375,satimage
\ensuremath{\tt OCV_{DM}},0.018345693936395208,0.20455098152160645,satimage
IPS,0.008710006771923925,0.0003304481506347656,vehicle
DM,0.0031035351568327713,0.0017850399017333984,vehicle
DR,0.0003869092810817756,0.0004792213439941406,vehicle
\ensuremath{\tt OCV_{DM}},0.0031035351568327713,0.12921690940856934,vehicle
IPS,4.446239719120295e-06,0.0005414485931396484,yeast
DM,0.004746419118044425,0.002850770950317383,yeast
DR,0.001916271235784656,0.0007240772247314453,yeast
\ensuremath{\tt OCV_{DM}},0.004746419118044425,0.09031367301940918,yeast
IPS,0.0038640635460230163,0.0003376007080078125,ecoli
DM,0.00016016030613206006,0.002215147018432617,ecoli
DR,0.0005792474706201778,0.0005595684051513672,ecoli
\ensuremath{\tt OCV_{DM}},0.00016016030613206006,0.07007837295532227,ecoli
IPS,0.004269364773931184,0.00028896331787109375,glass
DM,5.412548297104961e-07,0.0021238327026367188,glass
DR,0.0001487826777674472,0.00046896934509277344,glass
\ensuremath{\tt OCV_{DM}},0.004269364773931184,0.06939148902893066,glass
IPS,0.0005803054831423842,0.01122593879699707,letter
DM,0.13543512468820817,0.028526782989501953,letter
DR,5.351095739228707e-06,0.01945781707763672,letter
\ensuremath{\tt OCV_{DM}},0.13543512468820817,0.7353661060333252,letter
IPS,9.211800880888591e-05,0.0014216899871826172,optdigits
DM,0.017311445799077632,0.008678913116455078,optdigits
DR,0.0006966883788851357,0.004088401794433594,optdigits
\ensuremath{\tt OCV_{DM}},0.017311445799077632,0.2840697765350342,optdigits
IPS,0.0013219446993520032,0.0011565685272216797,page-blocks
DM,0.0007792539762898979,0.002704620361328125,page-blocks
DR,2.5696885512983816e-06,0.0012760162353515625,page-blocks
\ensuremath{\tt OCV_{DM}},0.0007792539762898979,0.1352396011352539,page-blocks
IPS,2.5317128698470085e-05,0.0020475387573242188,pendigits
DM,0.046874361491154204,0.006589412689208984,pendigits
DR,1.2160339741859994e-07,0.003502368927001953,pendigits
\ensuremath{\tt OCV_{DM}},0.046874361491154204,0.28739190101623535,pendigits
IPS,0.0017098090179144736,0.0012521743774414062,satimage
DM,0.01606093508944189,0.0043065547943115234,satimage
DR,2.1341093336012646e-05,0.002103090286254883,satimage
\ensuremath{\tt OCV_{DM}},0.01606093508944189,0.18291497230529785,satimage
IPS,0.0004752904962761703,0.0003993511199951172,vehicle
DM,0.003830077329835023,0.00209808349609375,vehicle
DR,1.594527068646591e-05,0.0005950927734375,vehicle
\ensuremath{\tt OCV_{DM}},0.003830077329835023,0.08466291427612305,vehicle
IPS,0.001322129553307927,0.0005204677581787109,yeast
DM,0.003641560744273552,0.003278970718383789,yeast
DR,0.002237815175763629,0.0009074211120605469,yeast
\ensuremath{\tt OCV_{DM}},0.003641560744273552,0.1071474552154541,yeast
IPS,0.00022558067340773075,0.0002658367156982422,ecoli
DM,0.0007154688702266285,0.0017440319061279297,ecoli
DR,7.915882010879551e-05,0.0004189014434814453,ecoli
\ensuremath{\tt OCV_{DM}},0.0007154688702266285,0.06657528877258301,ecoli
IPS,0.048677597151965395,0.0002448558807373047,glass
DM,0.02253247270212609,0.0020456314086914062,glass
DR,0.030855378152171407,0.00042366981506347656,glass
\ensuremath{\tt OCV_{DM}},0.030855378152171407,0.07596349716186523,glass
IPS,0.00014898802850831302,0.011792182922363281,letter
DM,0.13982274467052622,0.024261951446533203,letter
DR,7.411732632277705e-05,0.015741586685180664,letter
\ensuremath{\tt OCV_{DM}},0.13982274467052622,0.7319235801696777,letter
IPS,0.0006530033550306624,0.0013365745544433594,optdigits
DM,0.017007327250007035,0.007289886474609375,optdigits
DR,0.0001369669559237551,0.0035066604614257812,optdigits
\ensuremath{\tt OCV_{DM}},0.017007327250007035,0.2905106544494629,optdigits
IPS,9.440622707374872e-05,0.0009143352508544922,page-blocks
DM,0.0005951937675267603,0.0026543140411376953,page-blocks
DR,1.988017269034767e-05,0.0012748241424560547,page-blocks
\ensuremath{\tt OCV_{DM}},0.0005951937675267603,0.1326611042022705,page-blocks
IPS,0.0002714418672417446,0.0020656585693359375,pendigits
DM,0.04757992079331439,0.006384849548339844,pendigits
DR,4.6873874199868456e-05,0.0035741329193115234,pendigits
\ensuremath{\tt OCV_{DM}},0.04757992079331439,0.27725839614868164,pendigits
IPS,0.0015320353096454512,0.0013935565948486328,satimage
DM,0.015155380167740706,0.004174232482910156,satimage
DR,7.865685307288941e-05,0.0023844242095947266,satimage
\ensuremath{\tt OCV_{DM}},0.015155380167740706,0.18355989456176758,satimage
IPS,0.0009869715133480254,0.0003237724304199219,vehicle
DM,0.013828134423899898,0.0017337799072265625,vehicle
DR,0.004032079927516794,0.0004868507385253906,vehicle
\ensuremath{\tt OCV_{DM}},0.013828134423899898,0.07847905158996582,vehicle
IPS,0.00011538171728737708,0.00046896934509277344,yeast
DM,0.00046126227584669725,0.0032002925872802734,yeast
DR,0.00025963765178786815,0.0007717609405517578,yeast
\ensuremath{\tt OCV_{DM}},0.00046126227584669725,0.11104202270507812,yeast
IPS,0.014909905851564514,0.0003325939178466797,ecoli
DM,5.196303322698384e-06,0.002257108688354492,ecoli
DR,0.0017011682376873438,0.0007352828979492188,ecoli
\ensuremath{\tt OCV_{DM}},5.196303322698384e-06,0.06744146347045898,ecoli
IPS,0.016438057382632227,0.0003237724304199219,glass
DM,0.006736691501090648,0.0017769336700439453,glass
DR,0.004215460926317562,0.000469207763671875,glass
\ensuremath{\tt OCV_{DM}},0.004215460926317562,0.056447505950927734,glass
IPS,0.004574335143515067,0.009383201599121094,letter
DM,0.13478038334476253,0.024422883987426758,letter
DR,0.0016144130708372467,0.014880657196044922,letter
\ensuremath{\tt OCV_{DM}},0.13478038334476253,0.6933391094207764,letter
IPS,0.0006139596286410287,0.0014767646789550781,optdigits
DM,0.015128633129700761,0.012998104095458984,optdigits
DR,6.0405731554366775e-05,0.008080244064331055,optdigits
\ensuremath{\tt OCV_{DM}},0.015128633129700761,0.2789144515991211,optdigits
IPS,4.918417022364859e-06,0.001041412353515625,page-blocks
DM,0.0014089215065536324,0.0033714771270751953,page-blocks
DR,9.163299425538238e-05,0.001556396484375,page-blocks
\ensuremath{\tt OCV_{DM}},0.0014089215065536324,0.13615036010742188,page-blocks
IPS,6.983180461084643e-06,0.0021016597747802734,pendigits
DM,0.04635213604876279,0.0077037811279296875,pendigits
DR,1.2223502543293236e-05,0.004925966262817383,pendigits
\ensuremath{\tt OCV_{DM}},0.04635213604876279,0.28297853469848633,pendigits
IPS,0.0017112384305284288,0.0012946128845214844,satimage
DM,0.018550204950981402,0.005120992660522461,satimage
DR,0.0004005327749256987,0.0025832653045654297,satimage
\ensuremath{\tt OCV_{DM}},0.018550204950981402,0.20435643196105957,satimage
IPS,2.3995275674499775e-05,0.000339508056640625,vehicle
DM,0.00351391471196029,0.0017802715301513672,vehicle
DR,0.00011626122509089349,0.0006170272827148438,vehicle
\ensuremath{\tt OCV_{DM}},0.00351391471196029,0.08788609504699707,vehicle
IPS,0.0015129760246828641,0.0004394054412841797,yeast
DM,0.0017862853128275608,0.003313779830932617,yeast
DR,0.0003445683979164364,0.0008113384246826172,yeast
\ensuremath{\tt OCV_{DM}},0.0017862853128275608,0.10432219505310059,yeast
IPS,0.06663156277624475,0.0002853870391845703,ecoli
DM,0.013608148510090175,0.002500295639038086,ecoli
DR,0.011004382235957033,0.000514984130859375,ecoli
\ensuremath{\tt OCV_{DM}},0.013608148510090175,0.06444716453552246,ecoli
IPS,0.01730672661697251,0.00027370452880859375,glass
DM,0.007058066969662776,0.0016100406646728516,glass
DR,0.01338196331178548,0.00038695335388183594,glass
\ensuremath{\tt OCV_{DM}},0.007058066969662776,0.060884714126586914,glass
IPS,0.0035618218568281915,0.009983062744140625,letter
DM,0.13330770531539698,0.02767801284790039,letter
DR,0.0007378096646486042,0.017101764678955078,letter
\ensuremath{\tt OCV_{DM}},0.13330770531539698,0.6716034412384033,letter
IPS,0.0004959977706880085,0.0014405250549316406,optdigits
DM,0.017096991251191008,0.00847005844116211,optdigits
DR,0.0001858522066355375,0.004822731018066406,optdigits
\ensuremath{\tt OCV_{DM}},0.017096991251191008,0.2982316017150879,optdigits
IPS,2.742650474724103e-05,0.0010840892791748047,page-blocks
DM,0.0009369220339392313,0.003366231918334961,page-blocks
DR,4.729449715223842e-05,0.0016350746154785156,page-blocks
\ensuremath{\tt OCV_{DM}},0.0009369220339392313,0.1201317310333252,page-blocks
IPS,0.0003036729787907427,0.002370595932006836,pendigits
DM,0.04771196415111087,0.008008480072021484,pendigits
DR,1.401165280419209e-05,0.004261493682861328,pendigits
\ensuremath{\tt OCV_{DM}},0.04771196415111087,0.29172444343566895,pendigits
IPS,0.0005596487586817968,0.0011496543884277344,satimage
DM,0.013726193619481292,0.004191398620605469,satimage
DR,2.1496079017554195e-06,0.0020956993103027344,satimage
\ensuremath{\tt OCV_{DM}},0.013726193619481292,0.16876816749572754,satimage
IPS,0.0005910505506395198,0.0003387928009033203,vehicle
DM,0.0021197614285332345,0.0017256736755371094,vehicle
DR,0.0001110476400783669,0.0005369186401367188,vehicle
\ensuremath{\tt OCV_{DM}},0.0021197614285332345,0.09217500686645508,vehicle
IPS,2.394458378963945e-05,0.0005812644958496094,yeast
DM,0.0005568577726810253,0.0042536258697509766,yeast
DR,4.9369280563022665e-05,0.0009553432464599609,yeast
\ensuremath{\tt OCV_{DM}},0.0005568577726810253,0.10580229759216309,yeast
IPS,0.015089601024578118,0.00032329559326171875,ecoli
DM,0.0007512729704205627,0.0025713443756103516,ecoli
DR,5.444599683612338e-05,0.0006127357482910156,ecoli
\ensuremath{\tt OCV_{DM}},0.0007512729704205627,0.0740201473236084,ecoli
IPS,0.025944137498365074,0.0002467632293701172,glass
DM,0.020588793267295163,0.001773834228515625,glass
DR,0.028370774579701157,0.0004048347473144531,glass
\ensuremath{\tt OCV_{DM}},0.020588793267295163,0.07639646530151367,glass
IPS,0.00022871803820982532,0.010320663452148438,letter
DM,0.13875723935440512,0.02473163604736328,letter
DR,0.00013285004905849495,0.016854286193847656,letter
\ensuremath{\tt OCV_{DM}},0.13875723935440512,0.7065727710723877,letter
IPS,0.00016356677948596387,0.0014705657958984375,optdigits
DM,0.02271985112274925,0.007573604583740234,optdigits
DR,0.0009726727567756005,0.004741191864013672,optdigits
\ensuremath{\tt OCV_{DM}},0.02271985112274925,0.29027676582336426,optdigits
IPS,0.0005832454904747754,0.0009515285491943359,page-blocks
DM,0.0007569290088924585,0.0026395320892333984,page-blocks
DR,0.00015290448095737742,0.0012323856353759766,page-blocks
\ensuremath{\tt OCV_{DM}},0.0007569290088924585,0.12365436553955078,page-blocks
IPS,0.00028567840287811974,0.0020475387573242188,pendigits
DM,0.04620439371641443,0.006746768951416016,pendigits
DR,3.415790743148815e-05,0.003274202346801758,pendigits
\ensuremath{\tt OCV_{DM}},0.04620439371641443,0.2944183349609375,pendigits
IPS,7.864740292370466e-05,0.0013554096221923828,satimage
DM,0.014897443929827236,0.005021095275878906,satimage
DR,9.537074377766763e-06,0.002588510513305664,satimage
\ensuremath{\tt OCV_{DM}},0.014897443929827236,0.19067788124084473,satimage
IPS,0.0008987910753989063,0.00042724609375,vehicle
DM,0.012297295538058518,0.003250598907470703,vehicle
DR,0.0008343114077481921,0.0007109642028808594,vehicle
\ensuremath{\tt OCV_{DM}},0.012297295538058518,0.09055495262145996,vehicle
IPS,0.0001784826270364219,0.0004260540008544922,yeast
DM,0.003149244964532373,0.0029268264770507812,yeast
DR,0.0002839596520882901,0.0007159709930419922,yeast
\ensuremath{\tt OCV_{DM}},0.003149244964532373,0.10327363014221191,yeast
IPS,0.01667792386711317,0.0003223419189453125,ecoli
DM,0.0309712957190518,0.0018725395202636719,ecoli
DR,0.01328630574440746,0.0005068778991699219,ecoli
\ensuremath{\tt OCV_{DM}},0.0309712957190518,0.06357812881469727,ecoli
IPS,0.04434257729054296,0.0002491474151611328,glass
DM,0.02305940320981089,0.001985311508178711,glass
DR,0.0318084478869237,0.0004305839538574219,glass
\ensuremath{\tt OCV_{DM}},0.02305940320981089,0.0814671516418457,glass
IPS,0.0005495580022271103,0.009474754333496094,letter
DM,0.1437617651166244,0.023450136184692383,letter
DR,3.0820080692712973e-06,0.021358489990234375,letter
\ensuremath{\tt OCV_{DM}},0.1437617651166244,0.7012321949005127,letter
IPS,0.0009165159937396234,0.0019154548645019531,optdigits
DM,0.016340126817946155,0.010233879089355469,optdigits
DR,0.00015103774270887907,0.004989147186279297,optdigits
\ensuremath{\tt OCV_{DM}},0.016340126817946155,0.2530686855316162,optdigits
IPS,1.651837726397888e-05,0.0010755062103271484,page-blocks
DM,0.0016862080034859394,0.0032470226287841797,page-blocks
DR,5.7283885661692016e-05,0.0014863014221191406,page-blocks
\ensuremath{\tt OCV_{DM}},0.0016862080034859394,0.14065098762512207,page-blocks
IPS,3.6257980502534655e-05,0.0024123191833496094,pendigits
DM,0.04682045633927962,0.009768962860107422,pendigits
DR,1.6562043538613417e-05,0.004214048385620117,pendigits
\ensuremath{\tt OCV_{DM}},0.04682045633927962,0.28907227516174316,pendigits
IPS,2.4248225777077026e-05,0.0011568069458007812,satimage
DM,0.016686878786356128,0.004182100296020508,satimage
DR,0.00018118161615570405,0.002488851547241211,satimage
\ensuremath{\tt OCV_{DM}},0.016686878786356128,0.1727437973022461,satimage
IPS,0.005933576688371509,0.00039267539978027344,vehicle
DM,0.010730838659019396,0.001985311508178711,vehicle
DR,0.001070575599244202,0.0005366802215576172,vehicle
\ensuremath{\tt OCV_{DM}},0.010730838659019396,0.09363913536071777,vehicle
IPS,2.1505426729788747e-06,0.0015060901641845703,yeast
DM,0.00018264404991249068,0.006200075149536133,yeast
DR,0.00011628894188505149,0.001356363296508789,yeast
\ensuremath{\tt OCV_{DM}},0.00018264404991249068,0.126786470413208,yeast
IPS,0.0009822716129796465,0.00036525726318359375,ecoli
DM,0.0016200136078459739,0.0025637149810791016,ecoli
DR,1.2872179791030654e-05,0.0006401538848876953,ecoli
\ensuremath{\tt OCV_{DM}},0.0016200136078459739,0.07451343536376953,ecoli
IPS,0.028529431464700442,0.0003032684326171875,glass
DM,0.005582019686884238,0.0016028881072998047,glass
DR,0.0054267120608987385,0.0004220008850097656,glass
\ensuremath{\tt OCV_{DM}},0.005582019686884238,0.06136155128479004,glass
IPS,0.0007833835673423094,0.00944066047668457,letter
DM,0.13508808537469508,0.024846315383911133,letter
DR,9.329048239971754e-05,0.016887187957763672,letter
\ensuremath{\tt OCV_{DM}},0.13508808537469508,0.714592456817627,letter
IPS,0.00034006243633367267,0.0013849735260009766,optdigits
DM,0.018626723792120017,0.007401943206787109,optdigits
DR,0.00043343078426099236,0.004375934600830078,optdigits
\ensuremath{\tt OCV_{DM}},0.018626723792120017,0.3073999881744385,optdigits
IPS,2.072859025146774e-06,0.0009665489196777344,page-blocks
DM,0.002701927130792875,0.002675294876098633,page-blocks
DR,4.7496821808776047e-07,0.0013644695281982422,page-blocks
\ensuremath{\tt OCV_{DM}},0.002701927130792875,0.1154327392578125,page-blocks
IPS,2.2853499907727945e-05,0.002323150634765625,pendigits
DM,0.040824607978419594,0.008206367492675781,pendigits
DR,1.8094261830752144e-05,0.0042552947998046875,pendigits
\ensuremath{\tt OCV_{DM}},0.040824607978419594,0.31220555305480957,pendigits
IPS,0.0021317421545858257,0.0011820793151855469,satimage
DM,0.019508155931177378,0.004096031188964844,satimage
DR,0.0003035178310069377,0.002283811569213867,satimage
\ensuremath{\tt OCV_{DM}},0.019508155931177378,0.20558547973632812,satimage
IPS,8.583855658140365e-05,0.00033545494079589844,vehicle
DM,0.0064555267546454005,0.0017001628875732422,vehicle
DR,0.0008701938475179577,0.0004918575286865234,vehicle
\ensuremath{\tt OCV_{DM}},0.0064555267546454005,0.0763702392578125,vehicle
IPS,0.0017248871832353638,0.0004646778106689453,yeast
DM,0.0007011181019510454,0.002776622772216797,yeast
DR,0.004560102794470638,0.0008203983306884766,yeast
\ensuremath{\tt OCV_{DM}},0.0007011181019510454,0.10418820381164551,yeast
IPS,0.0787647127261755,0.000370025634765625,ecoli
DM,0.0029938818193410758,0.002776622772216797,ecoli
DR,0.0015453374289021342,0.0005552768707275391,ecoli
\ensuremath{\tt OCV_{DM}},0.0029938818193410758,0.07814931869506836,ecoli
IPS,0.0024374354170927474,0.0002758502960205078,glass
DM,0.0063286882758503225,0.001667022705078125,glass
DR,0.00022815176692347756,0.00041961669921875,glass
\ensuremath{\tt OCV_{DM}},0.00022815176692347756,0.05949258804321289,glass
IPS,0.00045937019429130593,0.0112762451171875,letter
DM,0.1404503747048493,0.02226710319519043,letter
DR,8.499974188282316e-06,0.015735626220703125,letter
\ensuremath{\tt OCV_{DM}},0.1404503747048493,0.7006528377532959,letter
IPS,0.002668040728132718,0.0016016960144042969,optdigits
DM,0.015347758466292718,0.008291244506835938,optdigits
DR,0.0004819518920055708,0.005530595779418945,optdigits
\ensuremath{\tt OCV_{DM}},0.015347758466292718,0.2911052703857422,optdigits
IPS,0.0007978832628639355,0.0010066032409667969,page-blocks
DM,0.0014307377706768564,0.0026900768280029297,page-blocks
DR,6.066739870905509e-06,0.0012929439544677734,page-blocks
\ensuremath{\tt OCV_{DM}},0.0014307377706768564,0.12216019630432129,page-blocks
IPS,0.0009929422251975443,0.001997709274291992,pendigits
DM,0.048231573617809304,0.007950782775878906,pendigits
DR,0.00013263183631619414,0.003630399703979492,pendigits
\ensuremath{\tt OCV_{DM}},0.048231573617809304,0.2551603317260742,pendigits
IPS,0.00021681301586935536,0.0011644363403320312,satimage
DM,0.014911076012517259,0.004173755645751953,satimage
DR,3.3186163376613127e-06,0.002205371856689453,satimage
\ensuremath{\tt OCV_{DM}},0.014911076012517259,0.17103862762451172,satimage
IPS,0.0028749938707050555,0.00038170814514160156,vehicle
DM,0.0019225704128835095,0.002153158187866211,vehicle
DR,0.0005801966699173537,0.0005936622619628906,vehicle
\ensuremath{\tt OCV_{DM}},0.0019225704128835095,0.07831907272338867,vehicle
